Attrition,pix1,Age,BusinessTravel,Department,pix2,DistanceFromHome,Education,EducationField,EmployeeNumber,pix3,EnvironmentSatisfaction,Gender,JobInvolvement,pix4,JobLevel,JobRole,JobSatisfaction,MaritalStatus,pix5,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,pix6,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,pix7,TrainingTimesLastYear,WorkLifeBalance,pix8,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,0,25,0,0,0,5,2,0,369,0,2,0,4,0,2,4,1,0,0,4000,1,0,12,0,3,4,2,6,0,2,3,0,6,3,1,5
0,0,50,1,0,0,1,3,1,249,0,3,0,2,0,1,1,3,2,0,3690,2,0,15,0,3,4,1,5,0,2,2,0,3,2,0,2
0,0,32,2,0,0,13,3,4,1234,0,3,1,2,0,1,1,2,2,0,2743,1,0,20,0,4,3,1,2,0,2,3,0,2,2,2,2
0,0,41,2,0,0,22,3,0,1392,0,4,1,3,0,2,3,4,0,0,5467,3,1,14,0,3,1,2,12,0,4,2,0,6,2,3,3
0,0,32,2,1,0,9,2,1,195,0,4,0,1,0,2,2,4,0,0,4668,0,0,17,0,3,4,3,9,0,2,4,0,8,7,0,7
0,0,34,1,1,0,4,3,0,1882,0,3,0,3,0,3,2,4,2,0,9713,2,1,13,0,3,4,3,9,0,3,3,0,5,3,1,0
0,0,34,1,0,0,1,4,0,1580,0,2,0,3,0,2,3,4,2,0,5484,9,0,17,0,3,2,1,9,0,3,2,0,2,2,2,1
0,0,30,0,0,0,9,2,1,1298,0,3,1,3,0,2,0,3,1,0,4695,7,1,18,0,3,3,0,10,0,3,3,0,8,4,1,7
0,0,50,1,0,0,2,4,1,1061,0,2,0,3,0,5,6,3,2,0,19237,2,1,11,0,3,4,1,29,0,2,2,0,8,1,7,7
0,0,43,1,0,0,6,4,4,661,0,2,0,2,0,4,6,4,0,0,16627,4,1,14,0,3,3,1,21,0,3,2,0,1,0,0,0
0,0,26,1,0,0,3,3,0,1581,0,1,1,3,0,1,3,4,2,0,2061,1,0,21,0,4,1,0,1,0,5,3,0,1,0,0,0
1,0,52,1,0,0,8,4,1,433,0,3,0,2,0,2,3,2,2,0,4941,2,0,15,0,3,1,0,11,0,3,2,0,8,2,7,7
0,0,44,1,0,0,4,2,0,1288,0,3,0,4,0,5,7,1,0,0,19190,1,0,14,0,3,4,2,26,0,4,2,0,25,9,14,13
0,0,53,1,1,0,8,3,3,897,0,1,0,3,0,4,2,4,2,0,11836,5,0,14,0,3,3,1,28,0,3,3,0,2,0,2,2
0,0,50,1,0,0,11,3,0,226,0,3,1,3,0,5,7,2,1,0,19926,3,0,15,0,3,2,0,21,0,5,3,0,5,4,4,4
0,0,48,1,0,0,10,3,0,1867,0,4,0,2,0,5,6,2,2,0,19665,4,0,12,0,3,4,0,29,0,3,3,0,22,10,12,9
0,0,33,1,0,0,5,4,0,338,0,3,1,2,0,1,3,4,2,0,2911,1,0,13,0,3,3,1,2,0,2,2,0,2,2,0,2
0,0,52,1,0,0,11,4,0,813,0,4,1,3,0,2,1,3,2,0,3149,8,0,20,0,4,2,1,9,0,3,3,0,5,2,1,4
0,0,46,1,1,0,2,4,3,38,0,2,1,3,0,5,7,1,1,0,18947,3,0,12,0,3,4,0,22,0,2,2,0,2,2,2,1
0,0,34,2,0,0,10,4,0,1615,0,3,0,4,0,2,0,4,0,0,4724,1,0,13,0,3,1,1,9,0,3,3,0,9,7,7,2
1,0,33,2,0,0,29,4,1,1101,0,1,1,2,0,2,3,3,1,0,4508,1,0,22,0,4,2,0,14,0,4,3,0,13,7,3,8
0,0,28,2,0,0,2,3,0,1296,0,4,0,2,0,1,1,4,2,0,3867,1,1,12,0,3,2,1,2,0,2,3,0,2,2,2,2
0,0,41,1,0,0,7,2,2,1085,0,2,1,4,0,1,3,3,2,0,3376,1,0,13,0,3,3,0,10,0,3,3,0,10,6,0,8
0,0,43,2,1,0,2,4,0,1849,0,1,0,3,0,2,2,4,2,0,5675,1,0,20,0,4,3,1,7,0,5,3,0,7,7,7,7
0,0,35,1,0,0,1,3,1,1564,0,4,0,2,0,1,1,1,1,0,2450,1,0,19,0,3,2,0,3,0,3,3,0,3,0,1,2
0,0,31,0,1,0,2,4,0,1324,0,4,1,3,0,3,2,3,0,0,9852,1,1,19,0,3,1,1,10,0,5,2,0,10,8,9,6
0,0,38,2,0,0,2,3,1,1675,0,4,1,2,0,1,1,2,1,0,2440,1,0,22,0,4,2,0,4,0,3,3,0,4,3,3,3
0,0,33,1,0,0,1,3,0,969,0,2,1,2,0,2,4,4,1,0,6949,0,0,14,0,3,1,0,6,0,3,3,0,5,0,1,4
0,0,44,2,0,0,2,1,1,1496,0,2,0,3,0,3,0,3,1,0,10209,5,1,18,0,3,2,0,16,0,2,2,0,2,2,2,2
0,0,24,0,0,0,11,2,4,26,0,1,1,4,0,2,0,3,0,0,4011,0,0,18,0,3,4,1,5,0,5,2,0,4,2,1,3
1,0,41,1,1,0,20,2,3,248,0,2,1,3,0,1,5,2,1,0,3140,1,1,22,0,4,4,0,4,0,5,2,0,4,3,0,2
0,0,41,2,1,0,1,3,3,1349,0,3,1,3,0,2,2,1,0,0,4103,0,0,17,0,3,4,1,10,0,2,3,0,9,3,1,7
0,0,47,2,1,0,3,3,1,746,0,4,1,3,0,4,2,3,0,0,13770,9,1,12,0,3,4,2,28,0,2,2,0,22,2,11,13
0,0,34,2,0,0,19,3,1,1285,0,3,1,3,0,2,1,2,0,0,4444,4,0,13,0,3,3,2,15,0,2,4,0,11,8,5,10
0,0,42,1,0,0,3,3,0,894,0,3,1,4,0,2,1,4,2,0,5231,2,1,13,0,3,2,1,17,0,1,2,0,5,3,1,3
0,0,37,0,0,0,1,4,1,380,0,1,1,3,0,3,6,4,0,0,13603,2,1,18,0,3,1,2,15,0,2,3,0,5,2,0,2
0,0,36,2,0,0,4,2,0,2025,0,4,1,3,0,2,0,2,0,0,5131,7,0,13,0,3,2,3,18,0,3,3,0,4,2,0,2
0,0,43,1,0,0,11,3,0,1971,0,1,0,3,0,3,4,3,2,0,7510,1,0,17,0,3,2,1,10,0,1,3,0,10,9,0,9
0,0,33,2,1,0,25,3,1,1220,0,2,1,3,0,2,2,3,2,0,4539,1,0,12,0,3,1,1,10,0,3,2,0,10,7,0,1
1,0,31,1,1,0,16,4,3,1761,0,1,0,3,0,3,2,3,2,0,8161,2,0,13,0,3,1,3,10,0,2,3,0,1,0,0,0
0,0,31,1,0,0,2,1,1,1974,0,4,1,1,0,1,1,4,0,0,1129,1,1,11,0,3,3,3,1,0,4,3,0,1,0,0,0
1,0,55,1,1,0,13,4,3,1372,0,1,0,4,0,4,2,3,1,0,13695,6,1,17,0,3,3,0,24,0,2,2,0,19,7,3,8
0,0,32,1,0,0,29,4,0,2010,0,3,1,2,0,1,1,2,1,0,2837,1,0,13,0,3,3,0,6,0,3,3,0,6,2,4,1
1,0,37,1,2,0,6,4,2,133,0,3,0,3,0,1,2,1,0,0,2073,4,1,22,0,4,4,0,7,0,3,3,0,3,2,0,2
0,0,30,1,2,0,9,3,2,184,0,3,0,3,0,2,2,4,2,0,6347,0,1,19,0,3,4,0,12,0,2,1,0,11,9,4,7
0,0,24,0,1,0,13,2,0,1495,0,4,1,3,0,1,5,2,2,0,2033,1,0,13,0,3,3,1,1,0,2,3,0,1,0,0,0
0,0,26,2,0,0,1,2,0,792,0,1,1,1,0,1,1,4,0,0,4364,3,0,14,0,3,1,1,5,0,2,3,0,2,2,2,0
1,0,34,1,0,0,6,1,1,31,0,2,0,3,0,1,3,1,1,0,2960,2,0,11,0,3,3,0,8,0,2,3,0,4,2,1,3
0,0,23,1,0,0,4,1,1,1735,0,3,1,3,0,1,1,2,1,0,3295,1,0,13,0,3,3,0,3,0,3,1,0,3,2,1,2
0,0,33,1,1,0,8,4,3,677,0,3,0,3,0,2,2,3,0,0,7104,0,0,12,0,3,4,0,6,0,3,3,0,5,0,1,2
0,0,34,2,1,0,2,4,3,216,0,3,1,3,0,1,5,3,2,0,2231,6,0,18,0,3,4,1,6,0,3,3,0,4,3,1,2
0,0,51,1,0,0,3,3,2,1786,0,1,1,3,0,3,7,3,2,0,13116,2,0,11,0,3,4,0,15,0,2,3,0,2,2,2,2
0,0,59,1,0,0,3,3,1,10,0,3,1,4,0,1,1,1,2,0,2670,4,1,20,0,4,1,3,12,0,3,2,0,1,0,0,0
0,0,31,1,0,0,8,5,0,1430,0,1,1,3,0,4,6,2,1,0,16422,3,0,11,0,3,3,0,9,0,3,4,0,3,2,1,0
0,0,26,1,1,0,29,2,1,618,0,1,0,3,0,2,2,3,0,0,4306,5,0,12,0,3,1,2,8,0,5,3,0,0,0,0,0
0,0,32,1,1,0,19,3,0,1739,0,4,0,1,0,3,2,3,2,0,9610,3,0,13,0,3,3,1,10,0,2,1,0,4,3,0,2
0,0,27,1,0,0,19,3,4,1619,0,4,0,2,0,1,1,1,0,0,4066,1,0,11,0,3,1,2,7,0,3,3,0,7,7,0,7
0,0,40,2,0,0,26,2,1,1180,0,3,1,2,0,2,3,4,2,0,4422,3,1,13,0,3,4,1,16,0,3,1,0,1,1,0,0
0,0,46,1,0,0,8,4,0,1080,0,4,1,2,0,2,3,1,0,0,4615,8,1,23,0,4,1,3,19,0,2,3,0,16,13,1,7
0,0,53,1,0,0,5,3,4,32,0,3,1,3,0,5,7,3,0,0,19094,4,0,11,0,3,4,1,26,0,3,2,0,14,13,4,8
0,0,35,1,0,0,25,4,1,1014,0,3,1,3,0,3,4,3,0,0,10388,1,1,11,0,3,3,1,16,0,3,2,0,16,10,10,1
0,0,34,1,1,0,28,3,3,2035,0,4,1,2,0,2,2,3,2,0,6712,1,0,21,0,4,4,2,8,0,2,3,0,8,7,1,7
0,0,39,1,0,0,18,2,0,1322,0,1,0,3,0,2,0,3,1,0,4534,0,0,11,0,3,1,0,9,0,6,3,0,8,7,1,7
1,0,36,1,0,0,9,3,1,90,0,4,0,2,0,1,3,3,2,0,3388,0,1,17,0,3,1,1,2,0,0,2,0,1,0,0,0
0,0,29,1,1,0,10,3,1,1650,0,3,0,2,0,2,2,3,1,0,5869,9,0,11,0,3,3,0,8,0,2,3,0,5,2,1,4
0,0,36,1,0,0,6,2,1,178,0,2,0,3,0,2,0,2,0,0,4941,6,0,20,0,4,4,2,7,0,0,3,0,3,2,0,1
0,0,27,1,0,0,4,3,0,933,0,2,1,3,0,1,3,3,1,0,2318,1,0,19,0,3,3,0,1,0,2,3,0,1,1,0,0
0,0,35,1,0,0,28,3,0,1596,0,2,0,4,0,2,1,3,2,0,3407,1,0,17,0,3,4,2,10,0,3,2,0,10,9,6,8
0,0,30,1,0,0,7,4,0,1224,0,3,0,3,0,2,1,3,0,0,3491,1,0,13,0,3,1,3,10,0,4,2,0,10,7,8,9
1,0,45,1,1,0,2,3,3,1277,0,1,1,1,0,5,7,2,1,0,18824,2,1,16,0,3,1,0,26,0,2,3,0,24,10,1,11
1,0,28,1,0,0,12,1,0,1175,0,3,1,3,0,1,1,4,2,0,2515,1,1,11,0,3,4,0,1,0,4,2,0,1,1,0,0
0,0,34,1,0,0,2,4,0,579,0,4,0,2,0,1,3,3,0,0,2768,3,0,12,0,3,3,1,14,0,3,3,0,7,3,5,7
0,0,45,1,1,0,20,3,0,2046,0,4,1,3,0,2,2,3,1,0,4850,8,0,15,0,3,3,0,8,0,3,3,0,5,3,0,1
0,0,51,2,0,0,1,4,1,145,0,1,1,2,0,3,4,1,1,0,7484,3,0,20,0,4,3,0,23,0,1,2,0,13,12,12,8
1,0,46,1,0,0,21,2,1,1821,0,4,1,3,0,2,4,2,2,0,8926,4,0,22,0,4,4,1,13,0,2,4,0,9,7,3,7
0,0,42,2,0,0,2,3,0,1547,0,4,0,3,0,3,4,4,2,0,10124,2,1,14,0,3,3,1,24,0,3,1,0,20,8,13,9
1,0,31,2,0,0,20,3,0,587,0,1,0,3,0,3,4,3,2,0,9824,3,0,12,0,3,1,0,12,0,2,3,0,1,0,0,0
0,0,46,1,0,0,2,4,2,1228,0,4,0,3,0,2,0,4,0,0,7379,2,0,11,0,3,3,1,12,0,3,2,0,6,3,1,4
0,0,40,1,0,0,4,1,1,253,0,4,1,3,0,5,7,3,2,0,19033,1,0,14,0,3,2,1,21,0,2,3,0,20,8,9,9
0,0,36,1,0,0,3,3,2,397,0,3,0,3,0,2,3,2,1,0,4485,4,0,12,0,3,4,0,10,0,2,3,0,8,0,7,7
0,0,50,1,0,0,29,4,0,569,0,2,0,2,0,4,7,3,2,0,17046,0,0,15,0,3,2,1,28,0,2,3,0,27,10,15,7
0,0,30,0,0,0,7,3,2,1482,0,3,0,3,0,1,3,3,0,0,1274,1,0,13,0,3,2,2,1,0,2,2,0,1,0,0,0
0,0,34,1,0,0,5,2,1,1696,0,2,0,2,0,2,1,4,2,0,3986,1,0,14,0,3,3,1,15,0,3,4,0,15,10,4,13
0,0,54,1,0,0,10,3,1,1980,0,3,1,3,0,2,0,1,1,0,4440,6,1,19,0,3,4,0,9,0,3,3,0,5,2,1,4
0,0,57,1,1,0,29,3,3,568,0,1,0,2,0,4,7,4,0,0,14118,3,0,12,0,3,3,1,32,0,3,2,0,1,0,0,0
0,0,33,0,1,0,16,3,0,1681,0,3,1,3,0,2,2,4,0,0,5368,1,1,25,0,4,3,1,7,0,2,3,0,6,5,1,2
0,0,51,2,0,0,6,2,1,1297,0,2,1,2,0,1,1,3,1,0,2838,0,0,14,0,3,2,0,8,0,6,2,0,7,0,7,7
0,0,41,1,0,0,14,3,0,227,0,1,0,3,0,1,3,3,0,0,2451,4,0,12,0,3,1,1,13,0,2,3,0,9,8,1,8
1,0,21,1,0,0,10,3,0,1079,0,3,1,2,0,1,1,1,1,0,1416,1,0,13,0,3,1,0,1,0,6,2,0,1,0,1,0
0,0,50,1,0,0,17,5,0,1656,0,4,1,2,0,3,6,1,0,0,13269,5,0,15,0,3,3,3,19,0,3,3,0,14,11,1,11
1,0,21,2,1,0,1,1,2,478,0,1,1,2,0,1,5,2,1,0,2174,1,1,11,0,3,3,0,3,0,3,3,0,3,2,1,2
0,0,33,1,0,0,15,2,1,2009,0,2,1,3,0,2,4,4,2,0,4878,0,1,13,0,3,1,1,10,0,6,3,0,9,7,8,1
0,0,38,1,1,0,3,4,0,1036,0,2,0,3,0,2,2,4,1,0,6861,8,1,12,0,3,3,0,19,0,1,3,0,1,0,0,0
0,0,45,1,0,0,20,2,1,372,0,3,0,3,0,4,4,4,2,0,13496,0,1,14,0,3,2,0,21,0,2,3,0,20,7,4,10
0,0,47,1,0,0,25,3,1,1993,0,1,0,3,0,3,4,3,1,0,8633,2,0,23,0,4,2,0,25,0,3,3,0,17,14,12,11
0,0,45,0,0,0,2,2,1,264,0,1,0,2,0,4,7,4,2,0,16792,9,0,23,0,4,4,1,22,0,1,3,0,20,8,11,8
0,0,40,1,0,0,1,4,0,2012,0,1,0,3,0,1,1,4,2,0,2406,8,0,19,0,3,3,2,8,0,3,2,0,1,0,0,0
0,0,41,1,1,0,23,2,0,1678,0,4,0,3,0,3,2,3,1,0,7082,3,1,16,0,3,4,0,21,0,2,3,0,2,0,0,2
0,0,53,2,1,0,2,3,3,1050,0,3,1,2,0,3,2,2,2,0,7525,2,0,12,0,3,1,1,30,0,2,3,0,15,7,6,12
0,0,50,1,0,0,2,3,1,815,0,3,0,3,0,4,6,3,2,0,17639,5,0,16,0,3,4,0,30,0,3,3,0,4,3,0,3
0,0,39,1,2,0,2,3,0,909,0,4,1,2,0,2,2,4,2,0,5204,8,0,11,0,3,3,2,13,0,2,3,0,5,4,0,4
0,0,30,1,0,0,16,1,0,1729,0,2,0,3,0,1,3,4,2,0,2862,1,0,12,0,3,2,1,10,0,2,2,0,10,0,0,8
0,0,28,1,0,0,29,1,0,1514,0,3,0,1,0,2,0,2,2,0,6549,1,0,14,0,3,2,2,8,0,2,2,0,8,6,1,7
0,0,40,1,0,0,10,4,0,483,0,4,1,4,0,1,1,3,2,0,2213,3,1,13,0,3,3,1,10,0,3,3,0,7,7,1,7
0,0,30,1,1,0,7,1,3,585,0,4,0,3,0,1,5,2,1,0,2983,0,0,14,0,3,1,0,4,0,3,3,0,3,2,1,2
0,0,35,0,0,0,2,4,0,771,0,4,1,3,0,2,4,1,0,0,5093,2,0,11,0,3,1,1,16,0,2,4,0,1,0,0,0
0,0,44,1,0,0,20,3,0,1475,0,4,0,3,0,1,3,2,1,0,3420,1,0,13,0,3,3,0,6,0,3,2,0,5,2,1,3
0,0,35,2,1,0,18,5,0,74,0,2,0,3,0,3,2,1,2,0,9069,1,0,22,0,4,4,1,9,0,3,2,0,9,8,1,8
0,0,25,1,1,0,3,1,4,879,0,3,0,3,0,2,2,1,2,0,4194,1,1,18,0,3,4,0,5,0,3,3,0,5,3,0,3
0,0,37,1,0,0,1,3,0,1196,0,4,1,2,0,2,0,4,2,0,6474,1,0,13,0,3,2,1,14,0,2,2,0,14,8,3,11
0,0,52,1,0,0,1,2,0,976,0,4,0,3,0,4,7,4,2,0,17099,2,0,15,0,3,2,1,26,0,2,2,0,9,8,7,8
0,0,34,1,0,0,20,3,2,1265,0,3,1,4,0,1,3,3,2,0,2585,0,0,17,0,3,4,0,2,0,5,2,0,1,0,0,0
0,0,38,1,0,0,1,3,0,743,0,3,1,3,0,3,0,3,1,0,7861,4,1,14,0,3,4,0,10,0,4,4,0,1,0,0,0
0,0,22,1,0,0,8,1,0,1019,0,2,0,1,0,1,1,1,2,0,2451,1,0,15,0,3,1,1,4,0,3,2,0,4,3,1,1
0,0,40,1,0,0,14,3,1,1128,0,3,0,2,0,5,6,3,1,0,19626,1,0,14,0,3,1,0,21,0,2,4,0,20,7,4,9
0,0,36,0,1,0,10,4,1,592,0,2,0,3,0,3,2,4,1,0,9980,1,0,14,0,3,4,0,10,0,3,2,0,10,3,9,7
0,0,39,1,0,0,13,4,1,1307,0,3,1,2,0,4,7,2,0,0,17123,6,1,13,0,3,4,2,21,0,4,3,0,19,9,15,2
0,0,26,2,0,0,1,1,1,1068,0,1,1,2,0,1,3,3,0,0,2007,1,0,13,0,3,3,2,5,0,5,3,0,5,3,1,3
0,0,25,1,1,0,8,2,4,2018,0,1,1,3,0,2,2,3,0,0,4907,0,1,22,0,4,2,1,6,0,3,2,0,5,3,0,4
0,0,36,0,1,0,8,4,2,990,0,1,0,3,0,2,2,4,0,0,5079,4,0,13,0,3,4,2,12,0,3,3,0,7,7,0,7
0,0,38,1,1,0,7,4,3,709,0,4,1,2,0,2,2,4,1,0,4028,0,0,20,0,4,1,0,8,0,2,3,0,7,7,0,5
0,0,44,2,1,0,1,5,3,1481,0,1,1,3,0,2,2,3,2,0,4768,7,0,12,0,3,3,1,11,0,4,2,0,1,0,0,0
0,0,31,2,0,0,1,1,0,1011,0,3,1,3,0,2,0,1,2,0,4148,1,0,12,0,3,3,1,4,0,1,3,0,4,3,0,3
1,0,31,1,1,0,13,4,1,650,0,2,0,3,0,2,2,1,0,0,4233,2,0,17,0,3,3,0,9,0,2,1,0,3,1,1,2
0,0,27,2,1,0,3,1,1,714,0,4,1,4,0,2,2,4,0,0,4647,1,1,20,0,4,2,2,6,0,3,3,0,6,5,0,4
0,0,56,1,0,0,7,3,0,112,0,4,0,1,0,3,0,4,1,0,7260,4,0,11,0,3,1,0,37,0,3,2,0,6,4,0,2
0,0,55,2,0,0,18,4,1,1034,0,3,0,3,0,2,4,2,2,0,6385,3,1,14,0,3,4,2,17,0,3,3,0,8,7,6,7
0,0,39,0,0,0,25,2,0,1397,0,3,0,3,0,3,4,3,2,0,10920,3,0,21,0,4,2,1,13,0,2,3,0,6,4,0,5
0,0,37,1,0,0,4,1,0,1394,0,3,0,3,0,1,3,3,2,0,2996,7,1,15,0,3,4,0,8,0,2,3,0,6,4,1,3
0,0,36,1,0,0,9,2,1,699,0,2,0,2,0,2,0,2,0,0,8847,2,1,11,0,3,3,1,13,0,2,3,0,3,2,0,2
0,0,37,1,0,0,11,3,1,1411,0,1,1,3,0,1,1,3,1,0,3629,4,0,18,0,3,1,0,8,0,6,3,0,3,2,0,2
0,0,34,1,1,0,1,3,2,1535,0,4,0,2,0,3,2,3,2,0,7083,1,1,14,0,3,4,0,10,0,3,3,0,10,9,8,6
0,0,40,1,0,0,6,3,0,601,0,2,1,3,0,4,0,3,1,0,13237,7,0,15,0,3,3,0,22,0,3,3,0,20,6,5,13
0,0,38,2,2,0,10,4,2,1563,0,3,0,3,0,2,2,3,2,0,6077,3,0,11,0,3,3,0,10,0,2,3,0,6,3,1,2
0,0,34,1,0,0,3,3,0,1658,0,4,1,3,0,2,3,2,0,0,5433,1,0,12,0,3,3,1,11,0,2,3,0,11,8,7,9
0,0,59,2,1,0,1,1,0,91,0,1,1,2,0,2,2,3,1,0,5473,7,0,11,0,3,4,0,20,0,2,2,0,4,3,1,3
0,0,35,2,0,0,4,4,4,1185,0,4,0,2,0,1,1,4,2,0,2376,1,0,13,0,3,2,1,2,0,2,4,0,2,2,2,2
1,0,39,1,1,0,3,2,1,445,0,4,1,3,0,2,2,3,2,0,5238,4,1,18,0,3,1,0,12,0,3,2,0,1,0,0,0
0,0,28,1,0,0,16,2,1,412,0,2,0,4,0,2,4,1,1,0,5661,0,0,19,0,3,3,0,9,0,2,3,0,8,3,0,7
0,0,25,1,1,0,13,1,1,645,0,2,0,3,0,1,5,3,2,0,2096,1,0,11,0,3,3,0,7,0,1,3,0,7,4,0,6
0,0,29,1,0,0,9,4,1,1709,0,4,1,3,0,1,1,3,2,0,2974,9,0,17,0,3,3,1,9,0,2,3,0,5,3,1,2
0,0,45,0,0,0,23,2,0,1002,0,4,0,3,0,2,1,1,2,0,3633,1,1,15,0,3,3,1,9,0,2,3,0,9,8,0,8
0,0,37,1,0,0,10,2,0,715,0,4,0,4,0,1,3,4,1,0,4680,3,0,17,0,3,1,0,4,0,2,3,0,1,0,0,0
0,0,45,1,0,0,28,3,2,1546,0,4,0,3,0,1,3,4,2,0,2132,4,0,20,0,4,4,1,8,0,3,3,0,5,4,0,3
0,0,33,0,1,0,2,3,3,1756,0,4,1,3,0,2,2,2,1,0,5147,8,0,15,0,3,4,0,13,0,2,2,0,11,7,1,7
0,0,34,1,0,0,1,5,0,683,0,2,0,3,0,1,3,4,2,0,2691,1,0,12,0,3,4,1,10,0,4,2,0,10,9,8,8
0,0,56,2,0,0,9,3,1,1071,0,1,1,3,0,1,3,3,2,0,2942,2,0,19,0,3,2,1,18,0,4,3,0,5,4,0,3
1,0,30,2,0,0,5,3,1,1017,0,2,1,3,0,1,1,2,1,0,2422,0,0,17,0,3,1,0,4,0,3,3,0,3,2,1,2
0,0,41,1,0,0,7,2,1,1025,0,4,1,3,0,2,0,3,1,0,5003,6,0,14,0,3,2,0,8,0,6,3,0,2,2,2,1
0,0,49,1,0,0,6,1,0,1661,0,3,1,2,0,4,4,3,2,0,13966,2,1,19,0,3,2,1,30,0,3,3,0,15,11,2,12
0,0,19,1,0,0,3,1,1,201,0,2,1,3,0,1,1,2,1,0,1483,1,0,14,0,3,4,0,1,0,3,3,0,1,0,0,0
0,0,45,1,1,0,11,2,0,1045,0,4,1,3,0,4,7,4,2,0,17650,3,0,13,0,3,2,1,26,0,4,4,0,9,3,1,1
0,0,44,0,0,0,17,3,0,1206,0,4,0,1,0,1,3,3,1,0,2290,2,0,13,0,3,4,0,6,0,3,3,0,0,0,0,0
0,0,29,1,1,0,10,3,3,766,0,4,0,3,0,1,5,2,0,0,2297,1,0,14,0,3,4,2,2,0,2,3,0,2,2,2,2
0,0,35,2,1,0,11,2,3,1137,0,4,0,3,0,2,2,4,0,0,4968,1,0,11,0,3,4,1,5,0,3,3,0,5,2,0,2
0,0,53,1,0,0,6,3,0,769,0,4,0,3,0,2,1,4,1,0,2450,2,0,17,0,3,4,0,19,0,4,3,0,2,2,2,2
1,0,21,2,0,0,10,2,0,1279,0,1,1,2,0,1,1,3,1,0,2625,1,0,20,0,4,3,0,2,0,2,1,0,2,2,2,2
0,0,26,2,0,0,6,3,4,1918,0,3,0,4,0,1,1,4,2,0,2544,0,0,18,0,3,1,1,8,0,3,3,0,7,7,7,7
0,0,46,0,0,0,7,4,1,487,0,3,1,3,0,2,0,3,2,0,5258,2,0,14,0,3,3,0,7,0,2,4,0,1,0,0,0
0,0,47,1,0,0,2,2,4,820,0,3,1,3,0,4,7,4,2,0,16752,1,1,11,0,3,3,1,26,0,3,2,0,26,14,3,0
0,0,45,0,1,0,6,3,1,302,0,4,1,2,0,3,2,4,1,0,8865,6,0,12,0,3,4,0,23,0,2,3,0,19,7,12,8
0,0,42,1,0,0,2,3,0,2031,0,1,0,3,0,5,7,3,2,0,18880,5,0,11,0,3,1,0,24,0,2,2,0,22,6,4,14
0,0,24,1,0,0,24,3,1,1173,0,4,0,3,0,1,1,2,1,0,3597,8,0,22,0,4,4,0,6,0,2,3,0,4,3,1,2
0,0,51,1,0,0,2,3,1,408,0,4,0,1,0,2,0,2,0,0,5482,5,0,18,0,3,4,1,13,0,3,3,0,4,1,1,2
0,0,40,2,1,0,2,4,1,1212,0,2,0,3,0,2,2,2,2,0,4327,5,0,12,0,3,4,3,5,0,2,3,0,0,0,0,0
0,0,39,0,1,0,21,4,0,1929,0,1,1,1,0,2,2,3,2,0,5736,6,0,19,0,3,3,1,10,0,1,3,0,3,2,1,2
0,0,35,1,0,0,27,1,1,856,0,3,1,2,0,1,3,1,1,0,2559,1,0,11,0,3,4,0,6,0,3,2,0,6,5,1,1
0,0,45,1,0,0,9,3,0,206,0,2,0,3,0,2,1,2,0,0,2348,8,0,18,0,3,3,1,20,0,2,1,0,17,9,0,15
0,0,36,2,1,0,7,3,3,1362,0,1,1,4,0,2,2,1,2,0,4639,2,0,16,0,3,4,1,17,0,2,2,0,15,7,6,13
0,0,27,0,1,0,1,1,3,449,0,3,0,3,0,2,2,2,2,0,6349,0,1,13,0,3,4,1,6,0,0,3,0,5,4,1,4
1,0,30,2,1,0,12,4,0,648,0,2,0,2,0,1,5,1,2,0,2033,1,0,18,0,3,3,1,1,0,2,4,0,1,0,0,0
0,0,33,2,1,0,7,3,0,1114,0,4,1,3,0,2,2,2,2,0,4302,0,0,17,0,3,3,1,4,0,3,3,0,3,2,0,2
0,0,39,1,0,0,2,4,2,721,0,4,1,2,0,2,4,3,1,0,4553,1,0,11,0,3,1,0,20,0,4,3,0,20,7,11,10
0,0,30,1,0,0,8,2,0,1015,0,2,1,4,0,3,6,1,2,0,11416,0,1,12,0,3,3,3,9,0,4,2,0,8,7,1,7
0,0,44,1,0,0,2,3,0,1703,0,3,1,4,0,3,4,4,2,0,7879,1,1,19,0,3,2,1,9,0,2,3,0,8,7,6,7
0,0,27,2,1,0,8,3,0,56,0,4,0,3,0,3,2,3,1,0,8726,1,0,15,0,3,4,0,9,0,0,3,0,9,8,1,7
0,0,35,1,0,0,10,3,4,1028,0,2,0,3,0,1,1,4,0,0,3917,1,0,20,0,4,1,1,3,0,4,2,0,3,2,1,2
1,0,26,1,0,0,16,4,1,394,0,1,0,3,0,1,1,2,0,0,2373,2,1,13,0,3,4,1,5,0,2,3,0,3,2,0,2
1,0,52,1,1,0,2,1,3,1038,0,1,1,1,0,5,7,4,2,0,19845,1,0,15,0,3,4,1,33,0,3,3,0,32,14,6,9
0,0,33,1,0,0,4,4,1,1502,0,1,1,2,0,1,1,2,2,0,3838,8,0,11,0,3,4,0,8,0,5,3,0,5,4,0,2
1,0,43,1,1,0,9,3,3,1188,0,1,1,1,0,2,2,3,1,0,5346,8,0,13,0,3,2,0,7,0,2,2,0,4,3,1,3
